Gene	trt1	trt2	trt3	ctl1	ctl2	ctl3
Zm00001eb123000	180	234	119	891	685	534
Zm00001eb123010	0	0	0	0	0	0
Zm00001eb123030	0	0	0	0	0	0
Zm00001eb123040	8	0	3	0	2	0
Zm00001eb123050	744	795	627	904	607	503
Zm00001eb123060	0	0	0	0	0	0
Zm00001eb123070	0	0	0	0	0	0
Zm00001eb123080	0	0	0	0	0	0
Zm00001eb123090	0	0	0	0	1	0
Zm00001eb123110	0	0	0	3	2	5
Zm00001eb123120	0	0	0	0	0	0
Zm00001eb123130	0	0	0	0	0	0
Zm00001eb123140	0	0	4	0	0	0
Zm00001eb123150	1660	1792	1735	1843	1531	1356
Zm00001eb123160	1400	1131	1322	1413	1334	1479
Zm00001eb123170	529	750	603	803	637	491
Zm00001eb123180	0	0	0	0	0	0
Zm00001eb123190	247	361	239	385	332	302
Zm00001eb123200	77	190	84	175	106	203
Zm00001eb123210	552	605	461	427	416	589
Zm00001eb123220	714	792	679	1013	863	859
Zm00001eb123230	0	0	0	0	0	0
Zm00001eb123240	293	324	323	469	442	354
Zm00001eb123250	0	0	0	1	0	4
Zm00001eb123260	423	483	489	554	422	438
Zm00001eb123270	49	81	100	57	50	60
Zm00001eb123280	388	508	341	338	270	335
Zm00001eb123290	0	7	18	1	2	20
Zm00001eb123300	12	25	9	9	3	27
Zm00001eb123330	454	655	509	482	410	498
Zm00001eb123340	823	1177	969	1037	850	759
Zm00001eb123350	372	461	490	545	395	369
Zm00001eb123360	795	890	580	711	525	383
Zm00001eb123370	107	161	165	183	179	123
Zm00001eb123380	8	12	30	7	0	15
Zm00001eb123390	0	0	0	0	0	0
Zm00001eb123400	0	0	0	0	0	6
Zm00001eb123410	308	477	331	278	238	254
Zm00001eb123420	0	0	0	0	0	0
Zm00001eb123430	12	8	19	28	43	27
Zm00001eb123440	0	0	0	0	0	0
Zm00001eb123450	258	290	226	300	206	274
Zm00001eb123460	776	912	1101	924	686	907
Zm00001eb123470	0	0	0	0	4	0
Zm00001eb123480	0	0	0	0	0	0
Zm00001eb123490	0	0	0	5	0	0
Zm00001eb123500	0	0	0	0	0	0
Zm00001eb123510	196	194	138	321	211	279
Zm00001eb123520	89	135	89	104	122	117
Zm00001eb123530	0	0	0	0	1	0
Zm00001eb123540	692	854	940	1059	614	759
Zm00001eb123550	0	0	0	0	0	0
Zm00001eb123560	0	0	2	0	0	0
Zm00001eb123570	1268	1167	863	1397	1213	533
Zm00001eb123580	0	0	0	0	0	0
Zm00001eb123590	0	0	0	0	0	0
Zm00001eb123610	0	0	0	0	0	0
Zm00001eb123620	1582	1590	1248	1924	1282	873
Zm00001eb123630	2049	2579	2613	1707	1414	1761
Zm00001eb123650	0	0	0	0	0	0
Zm00001eb123660	0	0	0	0	0	0
Zm00001eb123670	0	0	2	0	0	4
Zm00001eb123680	0	0	0	0	0	0
Zm00001eb123690	2585	3205	2928	3101	2568	2810
Zm00001eb123700	0	0	0	0	0	0
Zm00001eb123710	370	423	313	381	258	262
Zm00001eb123720	11	19	6	7	4	0
Zm00001eb123730	0	10	7	24	15	42
Zm00001eb123750	54	97	67	99	75	63
Zm00001eb123760	0	0	0	0	0	0
Zm00001eb123770	0	9	7	4	2	0
Zm00001eb123780	6	16	17	11	14	0
Zm00001eb123790	1102	979	1041	1120	750	1027
Zm00001eb123800	9	0	0	2	0	0
Zm00001eb123820	0	6	0	5	0	0
Zm00001eb123830	7	0	15	10	3	5
Zm00001eb123840	0	0	0	0	0	0
Zm00001eb123850	0	0	0	0	0	0
Zm00001eb123870	125	127	102	143	177	178
Zm00001eb123880	112	44	42	65	70	30
Zm00001eb123890	0	0	0	0	0	0
Zm00001eb123900	0	0	0	0	0	0
Zm00001eb123910	1147	1676	1236	1425	1390	1150
Zm00001eb123920	0	0	0	0	0	0
Zm00001eb123930	0	0	0	0	0	0
Zm00001eb123940	0	0	0	0	0	0
Zm00001eb123950	0	0	0	0	0	0
Zm00001eb123960	0	0	0	0	0	0
Zm00001eb123970	286	251	282	251	198	175
Zm00001eb123980	0	0	0	0	0	0
Zm00001eb123990	0	0	0	0	0	0
Zm00001eb124000	0	0	0	0	0	0
Zm00001eb124010	0	0	0	0	0	0
Zm00001eb124020	737	920	812	1139	806	479
Zm00001eb124030	0	0	0	0	8	0
Zm00001eb124040	0	6	0	0	0	13
Zm00001eb124050	0	0	0	0	0	0
Zm00001eb124060	61	87	108	206	208	116
Zm00001eb124070	0	0	0	0	0	0
Zm00001eb124080	9	29	22	34	37	14
Zm00001eb124100	30	49	37	74	69	49
Zm00001eb124110	56	73	71	2580	1310	894
Zm00001eb124120	183	147	84	343	225	103
Zm00001eb124130	0	0	0	0	0	0
Zm00001eb124150	0	0	0	0	8	0
Zm00001eb124160	0	0	0	0	0	0
Zm00001eb124170	199	352	225	532	419	355
Zm00001eb124180	0	0	0	0	0	0
Zm00001eb124190	0	0	0	0	0	0
Zm00001eb124200	963	949	593	1480	1105	706
Zm00001eb124210	92	61	59	115	88	57
Zm00001eb124220	0	0	0	0	0	0
Zm00001eb124230	0	0	0	0	0	0
Zm00001eb124240	0	0	0	0	0	0
Zm00001eb124250	0	0	0	0	0	0
Zm00001eb124260	0	0	0	0	0	0
Zm00001eb124270	256	343	245	268	184	164
Zm00001eb124280	0	0	0	0	0	0
Zm00001eb124290	522	460	486	737	535	459
Zm00001eb124300	591	668	676	731	510	486
Zm00001eb124320	595	755	573	1047	892	812
Zm00001eb124330	0	0	0	0	0	0
Zm00001eb124340	2752	3426	2935	1927	1307	1374
Zm00001eb124350	426	425	389	484	343	283
Zm00001eb124370	228	214	253	326	287	192
Zm00001eb124380	1038	859	1039	205	271	166
Zm00001eb124390	4452	4561	4324	5381	3426	3313
Zm00001eb124400	0	0	0	0	0	0
Zm00001eb124410	1851	2291	1467	5303	3306	2841
Zm00001eb124420	0	0	0	20	13	5
Zm00001eb124430	129	148	114	139	82	90
Zm00001eb124440	275	315	235	304	270	256
Zm00001eb124450	1414	1508	1679	1826	1322	1353
Zm00001eb124460	34	3	6	12	1	13
Zm00001eb124470	206	209	185	163	127	193
Zm00001eb124480	185	277	204	256	203	277
Zm00001eb124490	20	8	16	1	5	0
Zm00001eb124500	317	332	277	455	329	267
Zm00001eb124510	1360	1156	1060	2003	1254	1076
Zm00001eb124520	2210	1727	1335	1842	1753	1117
Zm00001eb124530	200	266	240	331	293	235
Zm00001eb124550	489	539	466	712	620	683
Zm00001eb124560	811	1014	1125	821	686	655
Zm00001eb124570	414	463	496	532	367	343
Zm00001eb124580	9	6	5	5	8	1
Zm00001eb124590	0	0	0	3	0	0
Zm00001eb124600	0	0	0	0	0	0
Zm00001eb124620	0	0	6	1	0	0
Zm00001eb124630	3061	2954	2167	3038	2572	1757
Zm00001eb124640	0	0	0	1	0	8
Zm00001eb124650	0	0	0	0	0	0
Zm00001eb124660	0	0	0	0	0	0
Zm00001eb124670	436	419	397	588	398	518
Zm00001eb124680	315	214	248	486	319	247
Zm00001eb124690	368	428	364	507	310	331
Zm00001eb124710	0	0	0	0	0	0
Zm00001eb124730	1559	1876	1481	2479	1711	1720
Zm00001eb124740	85	72	48	588	428	289
Zm00001eb124750	513	547	510	338	390	480
Zm00001eb124780	50	86	71	48	36	79
Zm00001eb124790	18	30	22	64	57	61
Zm00001eb124800	223	176	76	172	115	102
Zm00001eb124810	2474	3051	2826	3857	3285	3290
Zm00001eb124820	110	155	107	169	136	94
Zm00001eb124830	13	23	7	11	4	7
Zm00001eb124840	79	120	71	113	146	101
Zm00001eb124850	0	0	0	0	0	0
Zm00001eb124860	26	102	46	28	7	27
Zm00001eb124870	0	0	0	0	0	0
Zm00001eb124880	0	10	7	11	10	15
Zm00001eb124890	0	0	0	2	0	0
Zm00001eb124900	131	129	90	104	93	85
Zm00001eb124910	0	3	5	2	16	0
Zm00001eb124920	830	740	640	1101	903	852
Zm00001eb124930	0	1	1	2	0	13
Zm00001eb124940	402	523	722	502	452	648
Zm00001eb124950	152	253	128	215	161	164
Zm00001eb124960	126	119	88	147	118	100
Zm00001eb124970	0	0	0	0	0	0
Zm00001eb124980	0	0	0	0	0	0
Zm00001eb124990	0	0	0	6	0	0
Zm00001eb125000	5	7	6	15	9	0
Zm00001eb125010	0	0	0	0	0	0
Zm00001eb125020	0	0	0	0	0	0
Zm00001eb125030	0	0	0	7	0	2
Zm00001eb125040	0	0	0	0	0	0
Zm00001eb125050	62	77	92	42	38	76
Zm00001eb125060	0	8	6	16	8	31
Zm00001eb125070	0	0	0	0	0	0
Zm00001eb125080	0	0	0	0	0	0
Zm00001eb125090	0	0	0	0	0	0
Zm00001eb125100	0	0	0	0	0	0
Zm00001eb125110	0	0	0	0	0	0
Zm00001eb125120	410	541	390	972	812	945
Zm00001eb125130	49	29	53	102	56	52
Zm00001eb125140	747	865	704	670	616	600
Zm00001eb125150	5	0	6	13	4	0
Zm00001eb125170	0	0	0	0	0	0
Zm00001eb125180	0	0	0	0	0	0
Zm00001eb125190	0	0	0	0	0	0
Zm00001eb125200	587	686	650	564	297	314
Zm00001eb125210	702	497	591	935	535	448
Zm00001eb125220	0	0	0	0	0	0
Zm00001eb125230	3	22	19	20	27	11
Zm00001eb125240	0	9	0	0	1	0
Zm00001eb125250	0	0	0	0	0	0
Zm00001eb125260	0	0	0	0	0	0
Zm00001eb125270	32	41	58	57	41	61
Zm00001eb125280	0	0	0	0	0	0
Zm00001eb125290	30	16	30	41	17	29
Zm00001eb125300	209	121	144	192	157	98
Zm00001eb125310	0	0	0	0	0	0
Zm00001eb125320	0	0	0	0	0	0
Zm00001eb125330	263	337	355	244	315	270
Zm00001eb125340	297	319	223	564	355	238
Zm00001eb125350	0	0	3	3	5	3
Zm00001eb125360	22	40	46	244	130	98
Zm00001eb125380	0	0	0	0	0	0
Zm00001eb125390	47	25	27	91	39	44
Zm00001eb125400	32	25	21	30	16	9
Zm00001eb125410	0	0	0	0	0	0
Zm00001eb125420	0	0	0	0	0	0
Zm00001eb125430	0	0	0	0	0	0
Zm00001eb125440	0	0	0	0	0	0
Zm00001eb125450	3158	3482	3305	4341	3137	3210
Zm00001eb125460	7112	8014	7145	8716	7021	6874
Zm00001eb125470	20	79	55	65	39	55
Zm00001eb125480	0	0	0	4	0	4
Zm00001eb125490	0	0	0	0	0	0
Zm00001eb125500	0	0	0	0	0	0
Zm00001eb125510	0	0	0	0	0	0
Zm00001eb125520	0	0	0	0	0	0
Zm00001eb125530	88	138	80	106	111	92
Zm00001eb125540	451	384	297	542	450	331
Zm00001eb125550	0	0	0	0	0	0
Zm00001eb125560	0	0	12	0	2	7
Zm00001eb125590	0	0	0	0	0	0
Zm00001eb125600	0	0	0	0	0	0
Zm00001eb125610	0	23	20	1	28	3
Zm00001eb125620	0	0	0	0	0	0
Zm00001eb125630	3	10	30	23	25	43
Zm00001eb125640	0	0	0	0	0	0
Zm00001eb125650	0	0	0	0	0	0
Zm00001eb125660	0	0	0	0	0	0
Zm00001eb125670	686	877	731	973	699	654
Zm00001eb125680	0	0	0	0	0	0
Zm00001eb125690	0	0	0	0	0	0
Zm00001eb125700	835	832	757	985	726	698
Zm00001eb125730	0	0	0	10	17	0
Zm00001eb125740	0	0	0	0	0	0
Zm00001eb125750	0	0	0	0	0	0
Zm00001eb125760	0	0	0	0	0	0
Zm00001eb125770	0	0	0	0	0	0
Zm00001eb125780	6	0	3	2	0	9
Zm00001eb125790	74	41	27	35	14	9
Zm00001eb125800	0	0	3	1	0	0
Zm00001eb125810	164	143	198	250	161	105
Zm00001eb125820	160	154	156	101	99	63
Zm00001eb125830	0	12	0	10	0	11
Zm00001eb125850	77	112	133	47	49	85
Zm00001eb125860	14	32	16	66	33	48
Zm00001eb125870	0	0	0	0	0	0
Zm00001eb125880	176	220	233	302	358	373
Zm00001eb125890	0	0	0	0	0	0
Zm00001eb125900	94	68	70	218	72	81
Zm00001eb125920	1716	1770	1594	2293	1846	1565
Zm00001eb125930	3714	4855	3986	4391	3791	3286
Zm00001eb125940	0	0	0	0	0	0
Zm00001eb125950	268	335	176	267	162	137
Zm00001eb125960	0	0	0	0	0	0
Zm00001eb125970	0	0	0	0	0	0
Zm00001eb125980	18	0	6	24	16	37
Zm00001eb125990	165	218	237	160	133	88
Zm00001eb126000	3	9	0	0	0	9
Zm00001eb126010	0	0	0	0	0	0
Zm00001eb126020	0	0	0	0	0	0
Zm00001eb126030	0	0	0	0	0	0
Zm00001eb126040	0	0	0	0	0	0
Zm00001eb126050	0	0	0	0	0	0
Zm00001eb126060	0	0	0	0	0	0
Zm00001eb126070	1697	1808	1624	1490	1138	885
Zm00001eb126080	2122	2575	1527	2767	1829	1087
Zm00001eb126090	0	0	0	0	0	0
Zm00001eb126110	0	0	0	0	0	0
Zm00001eb126120	0	0	0	0	0	0
Zm00001eb126130	0	0	0	0	0	0
Zm00001eb126140	627	867	957	797	703	750
Zm00001eb126150	1548	1417	1095	3037	2063	1474
Zm00001eb126160	0	0	0	0	0	0
Zm00001eb126170	0	0	0	0	0	0
Zm00001eb126190	0	0	0	0	0	0
Zm00001eb126200	0	0	0	0	0	0
Zm00001eb126210	0	0	0	0	0	0
Zm00001eb126220	0	0	0	0	0	0
Zm00001eb126230	1582	1654	1362	1481	1221	993
Zm00001eb126240	0	0	1	0	0	0
Zm00001eb126250	139	165	146	124	66	147
Zm00001eb126260	4	1	9	7	10	30
Zm00001eb126270	43	61	31	99	87	37
Zm00001eb126280	7	8	3	10	12	0
Zm00001eb126290	0	0	0	0	0	0
Zm00001eb126300	0	0	0	0	0	0
Zm00001eb126310	311	224	266	159	195	250
Zm00001eb126320	4	0	0	5	1	0
Zm00001eb126330	498	566	565	495	502	590
Zm00001eb126340	529	509	629	925	692	508
Zm00001eb126350	0	0	0	3	0	0
Zm00001eb126360	4664	5734	5573	7012	5535	5495
Zm00001eb126370	117	155	54	129	71	68
Zm00001eb126380	0	0	7	0	0	0
Zm00001eb126390	0	0	0	0	0	0
Zm00001eb126400	38	71	64	77	76	112
Zm00001eb126420	3	3	8	25	5	4
Zm00001eb126430	160	259	181	226	343	409
Zm00001eb126440	0	0	0	0	0	6
Zm00001eb126450	0	0	0	0	0	0
Zm00001eb126460	0	0	0	0	0	0
Zm00001eb126470	0	0	0	0	0	0
Zm00001eb126480	0	0	0	0	0	0
Zm00001eb126490	0	0	0	0	0	0
Zm00001eb126500	899	1172	1065	1326	1229	1111
Zm00001eb126510	56	78	112	104	44	89
Zm00001eb126540	6	0	0	0	0	0
Zm00001eb126550	6	0	12	10	3	23
Zm00001eb126560	0	0	0	5	2	0
Zm00001eb126580	0	0	0	0	0	0
Zm00001eb126590	0	0	0	0	0	0
Zm00001eb126600	0	0	0	0	0	0
Zm00001eb126610	0	0	0	0	0	0
Zm00001eb126620	212	206	202	284	248	195
Zm00001eb126630	900	895	1135	1121	958	1304
Zm00001eb126640	553	621	543	854	560	435
Zm00001eb126650	500	757	551	727	558	738
Zm00001eb126660	0	0	0	0	0	0
Zm00001eb126670	19	49	50	52	50	38
Zm00001eb126680	178	272	272	257	249	167
Zm00001eb126690	475	526	374	567	402	379
Zm00001eb126700	1021	1140	1042	1202	1014	849
Zm00001eb126710	120	131	105	86	88	54
Zm00001eb126720	0	0	0	0	0	0
Zm00001eb126740	99	105	75	108	103	81
Zm00001eb126750	0	0	0	0	0	0
Zm00001eb126760	0	0	0	0	0	0
Zm00001eb126770	380	397	367	482	389	454
Zm00001eb126780	178	144	80	105	69	42
Zm00001eb126790	828	1019	1082	849	779	765
Zm00001eb126800	0	0	0	0	0	0
Zm00001eb126810	0	0	8	0	0	0
Zm00001eb126820	1220	1473	1304	781	746	609
Zm00001eb126830	738	806	698	517	535	447
Zm00001eb126840	0	0	0	0	0	0
Zm00001eb126860	0	0	0	0	0	0
Zm00001eb126880	0	0	0	0	0	0
Zm00001eb126890	0	0	0	0	0	0
Zm00001eb126900	3846	4269	2841	4401	3092	2555
Zm00001eb126920	2458	2924	2278	3380	2400	2254
Zm00001eb126930	413	554	420	740	514	418
Zm00001eb126940	0	7	0	0	7	0
Zm00001eb126950	288	307	248	263	169	171
Zm00001eb126960	4	0	0	0	20	0
Zm00001eb126970	45	89	76	186	116	121
Zm00001eb126980	1539	1767	1333	997	799	531
Zm00001eb126990	24	6	0	5	0	12
Zm00001eb127000	200	314	245	227	163	142
Zm00001eb127010	842	1027	941	962	748	699
Zm00001eb127020	80	126	133	153	96	72
Zm00001eb127030	0	0	20	27	20	24
Zm00001eb127040	0	0	0	0	0	0
Zm00001eb127050	0	0	0	0	0	0
Zm00001eb127060	0	0	0	0	0	0
Zm00001eb127070	0	0	0	0	0	0
Zm00001eb127080	24	54	41	23	5	0
Zm00001eb127090	5	5	20	8	2	9
Zm00001eb127100	0	0	0	0	0	0
Zm00001eb127110	251	253	210	469	450	294
Zm00001eb127120	0	0	0	0	0	0
Zm00001eb127130	931	1433	1162	1463	1327	1518
Zm00001eb127140	19	27	30	36	40	42
Zm00001eb127150	21	27	39	37	20	28
Zm00001eb127160	950	1064	724	1330	880	926
Zm00001eb127170	0	0	0	0	0	0
Zm00001eb127180	0	0	0	0	0	0
Zm00001eb127190	297	422	321	484	306	248
Zm00001eb127200	684	738	752	733	530	564
Zm00001eb127210	353	394	330	668	319	292
Zm00001eb127220	0	0	0	0	0	0
Zm00001eb127230	292	340	318	409	266	181
Zm00001eb127240	0	11	0	0	5	0
Zm00001eb127250	0	0	1	3	0	0
Zm00001eb127270	0	0	0	0	0	0
Zm00001eb127280	14	43	26	61	41	64
Zm00001eb127290	0	0	0	0	0	0
Zm00001eb127300	189	186	131	92	124	110
Zm00001eb127310	1072	1373	872	1315	1135	1215
Zm00001eb127340	154	136	113	7	0	1
Zm00001eb127350	0	0	0	4	0	0
Zm00001eb127360	0	0	8	5	0	0
Zm00001eb127370	4	0	0	0	0	0
Zm00001eb127390	9	15	0	0	12	35
Zm00001eb127400	0	0	0	0	0	0
Zm00001eb127410	8	24	10	329	224	222
Zm00001eb127420	39	33	60	41	26	6
Zm00001eb127430	1232	973	1047	1081	752	822
Zm00001eb127440	0	0	0	0	0	0
Zm00001eb127450	370	431	326	528	368	291
Zm00001eb127460	0	0	0	0	0	0
Zm00001eb127470	0	0	0	0	0	0
Zm00001eb127480	0	0	0	0	0	0
Zm00001eb127490	889	764	813	1327	846	709
Zm00001eb127500	0	0	0	0	0	0
Zm00001eb127510	0	5	0	5	14	6
Zm00001eb127520	0	0	0	0	0	0
Zm00001eb127540	0	0	0	0	0	0
Zm00001eb127550	50	57	85	114	80	33
Zm00001eb127560	0	0	0	0	0	0
Zm00001eb127570	11	7	9	20	19	9
Zm00001eb127580	760	807	813	920	750	675
Zm00001eb127590	4	3	20	17	8	6
Zm00001eb127600	0	0	0	0	0	0
Zm00001eb127610	0	0	0	0	0	0
Zm00001eb127620	0	0	0	0	0	0
Zm00001eb127630	1104	1264	1418	1381	1191	1082
Zm00001eb127640	0	0	0	0	0	0
Zm00001eb127650	10	0	0	0	4	0
Zm00001eb127660	0	0	0	0	3	0
Zm00001eb127670	1663	1888	1927	2362	1751	1691
Zm00001eb127680	886	1019	864	1726	1193	810
Zm00001eb127690	426	611	537	606	567	606
Zm00001eb127700	0	0	0	0	0	0
Zm00001eb127710	0	4	6	15	24	12
Zm00001eb127720	1185	1393	1417	1256	1307	1678
Zm00001eb127740	0	0	0	0	0	0
Zm00001eb127750	405	435	366	322	334	255
Zm00001eb127760	475	477	495	839	562	540
Zm00001eb127770	5854	6401	6642	23188	18910	17930
Zm00001eb127780	3	13	11	17	3	20
Zm00001eb127790	326	446	372	271	272	380
Zm00001eb127810	0	7	10	2	18	0
Zm00001eb127820	0	0	0	0	0	0
Zm00001eb127830	0	0	0	0	0	0
Zm00001eb127840	1429	1830	1606	1690	1350	1396
Zm00001eb127850	1072	1168	1004	1231	1019	782
Zm00001eb127860	1502	1537	1108	1902	1543	1642
Zm00001eb127870	6	0	0	4	0	6
Zm00001eb127880	5	7	15	9	3	0
Zm00001eb127890	0	0	0	3	4	5
Zm00001eb127900	228	198	176	412	220	285
Zm00001eb127920	193	143	203	210	197	157
Zm00001eb127930	973	1049	1032	1480	996	869
Zm00001eb127940	130	104	51	113	80	125
Zm00001eb127960	0	0	0	0	0	0
Zm00001eb127970	1078	1207	1051	1089	957	995
Zm00001eb127990	781	1047	845	1003	779	809
Zm00001eb128000	877	942	1128	1352	1212	1574
Zm00001eb128010	343	371	270	397	221	252
Zm00001eb128020	547	556	472	672	480	460
Zm00001eb128040	1177	1608	1358	1346	1169	1246
Zm00001eb128050	0	0	0	0	0	0
Zm00001eb128060	0	0	0	0	0	0
Zm00001eb128070	0	6	2	9	3	13
Zm00001eb128080	0	0	0	0	0	0
Zm00001eb128090	0	0	0	3	0	0
Zm00001eb128100	0	0	0	0	0	0
Zm00001eb128110	653	862	760	883	719	504
Zm00001eb128120	0	0	0	0	0	0
Zm00001eb128130	4004	4104	4123	4414	3266	3708
Zm00001eb128140	0	0	0	0	0	0
Zm00001eb128150	304	402	441	635	399	344
Zm00001eb128160	905	988	702	919	627	576
Zm00001eb128180	352	364	305	474	261	133
Zm00001eb128190	824	892	1014	797	797	1059
Zm00001eb128200	2526	3286	3135	3430	3000	3002
Zm00001eb128210	302	295	251	285	176	225
Zm00001eb128220	1075	990	1066	1042	814	768
Zm00001eb128230	0	0	0	0	0	0
Zm00001eb128240	0	0	0	0	0	0
Zm00001eb128250	76	114	118	130	80	108
Zm00001eb128260	669	774	527	752	662	623
Zm00001eb128270	0	0	0	0	0	0
Zm00001eb128280	0	0	0	0	0	0
Zm00001eb128290	2171	2061	1536	1969	1238	843
Zm00001eb128300	8	0	13	14	14	12
Zm00001eb128310	37	55	43	54	31	18
Zm00001eb128320	76	55	76	67	26	93
Zm00001eb128330	59	42	53	26	21	21
Zm00001eb128340	58	81	98	60	40	58
Zm00001eb128360	123	185	85	166	117	121
Zm00001eb128380	0	0	0	0	0	0
Zm00001eb128390	0	0	0	0	0	0
Zm00001eb128400	0	0	0	0	0	0
Zm00001eb128410	549	759	541	802	559	503
Zm00001eb128420	254	315	368	187	204	211
Zm00001eb128430	0	0	1	42	26	35
Zm00001eb128450	0	0	0	0	0	0
Zm00001eb128460	0	0	0	3	0	0
Zm00001eb128470	0	0	4	0	0	0
Zm00001eb128480	6	22	12	4	11	29
Zm00001eb128490	687	674	616	907	672	484
Zm00001eb128510	0	0	0	0	0	0
Zm00001eb128520	0	0	0	0	0	0
Zm00001eb128530	0	0	0	0	0	0
Zm00001eb128540	0	0	0	0	0	0
Zm00001eb128550	0	1	0	7	0	8
Zm00001eb128560	0	0	0	0	0	0
Zm00001eb128570	137	162	91	138	83	139
Zm00001eb128580	3	0	3	0	8	11
Zm00001eb128590	573	646	764	629	722	628
Zm00001eb128600	0	0	0	0	0	0
Zm00001eb128610	0	0	0	0	0	2
Zm00001eb128620	47	98	64	205	111	116
Zm00001eb128630	0	0	0	0	0	0
Zm00001eb128640	0	0	4	4	0	0
Zm00001eb128650	0	0	0	0	0	0
Zm00001eb128660	0	0	0	0	0	0
Zm00001eb128670	610	695	542	771	556	430
Zm00001eb128680	142	197	222	247	219	248
Zm00001eb128690	1352	1802	1577	1516	1295	1172
Zm00001eb128700	0	0	0	0	0	0
Zm00001eb128710	0	0	0	0	0	0
Zm00001eb128720	89	108	89	140	80	125
Zm00001eb128730	1704	2112	1997	1906	1536	1717
Zm00001eb128750	0	0	0	0	0	0
Zm00001eb128760	0	0	0	0	0	0
Zm00001eb128770	0	0	0	0	0	0
Zm00001eb128780	163	133	107	216	105	32
Zm00001eb128790	0	0	0	0	0	0
Zm00001eb128800	0	0	0	0	0	0
Zm00001eb128810	519	552	507	727	536	550
Zm00001eb128820	0	0	0	0	0	0
Zm00001eb128830	1494	1693	1751	2012	1633	1519
Zm00001eb128840	0	0	0	0	0	0
Zm00001eb128850	0	0	0	0	0	0
Zm00001eb128860	105	175	82	164	157	215
Zm00001eb128870	0	0	0	0	0	0
Zm00001eb128880	206	212	209	218	193	162
Zm00001eb128890	5571	5871	6220	7117	6366	8724
Zm00001eb128910	325	340	294	449	197	236
Zm00001eb128920	0	0	0	0	0	0
Zm00001eb128930	100	196	188	241	148	195
Zm00001eb128940	307	509	324	457	234	281
Zm00001eb128950	0	0	0	0	0	0
Zm00001eb128960	561	677	436	573	543	417
Zm00001eb128970	0	0	0	0	0	0
Zm00001eb128980	0	0	0	0	0	0
Zm00001eb128990	754	938	786	916	648	615
Zm00001eb129000	1003	896	660	2933	1601	849
Zm00001eb129010	0	0	0	0	0	0
Zm00001eb129020	0	0	0	0	0	0
Zm00001eb129030	0	0	2	10	0	23
Zm00001eb129040	52	83	42	77	72	24
Zm00001eb129050	941	1108	680	2583	1607	1006
Zm00001eb129070	0	0	0	0	0	0
Zm00001eb129080	2637	2717	2075	3536	2412	1915
Zm00001eb129090	402	490	478	357	255	302
Zm00001eb129100	247	285	275	410	292	290
Zm00001eb129110	17	0	0	3	0	13
Zm00001eb129120	0	0	0	0	0	8
Zm00001eb129130	0	0	0	0	0	0
Zm00001eb129140	0	0	0	0	0	0
Zm00001eb129150	0	0	0	0	0	0
Zm00001eb129160	0	8	4	34	23	23
Zm00001eb129170	0	0	0	0	0	0
Zm00001eb129190	0	0	0	0	0	0
Zm00001eb129200	0	0	0	0	0	0
Zm00001eb129210	0	0	0	0	0	0
Zm00001eb129220	0	0	0	0	0	0
Zm00001eb129230	0	0	0	0	0	0
Zm00001eb129240	0	0	0	0	0	0
Zm00001eb129260	0	0	0	0	0	0
Zm00001eb129270	0	0	0	0	0	0
Zm00001eb129280	0	0	0	0	0	0
Zm00001eb129290	0	0	0	0	0	0
Zm00001eb129300	54	99	79	231	98	110
Zm00001eb129310	0	0	0	0	0	0
Zm00001eb129320	1748	1898	1844	2047	1635	1491
Zm00001eb129330	0	0	0	0	0	0
Zm00001eb129340	0	0	0	0	0	0
Zm00001eb129350	0	0	0	0	0	0
Zm00001eb129360	259	370	247	262	187	109
Zm00001eb129370	108	77	80	108	89	68
Zm00001eb129380	973	655	685	1004	714	630
Zm00001eb129390	0	0	0	0	0	0
Zm00001eb129400	0	0	0	0	0	0
Zm00001eb129410	0	0	0	0	0	0
Zm00001eb129420	45	29	58	7	8	2
Zm00001eb129430	67	64	46	142	106	55
Zm00001eb129440	861	970	745	659	532	588
Zm00001eb129450	0	0	0	1	0	10
Zm00001eb129460	0	0	0	0	0	0
Zm00001eb129470	0	0	0	0	0	0
Zm00001eb129480	19	5	23	69	38	39
Zm00001eb129490	0	14	5	23	14	15
Zm00001eb129500	0	0	0	0	0	0
Zm00001eb129510	248	266	392	386	312	388
Zm00001eb129520	187	257	144	283	220	203
Zm00001eb129530	0	0	1	0	0	0
Zm00001eb129540	0	0	0	0	0	0
Zm00001eb129550	15	3	10	20	1	16
Zm00001eb129560	0	9	11	5	2	3
Zm00001eb129570	0	0	0	4	0	0
Zm00001eb129580	31	12	7	20	7	23
Zm00001eb129590	0	0	0	0	0	0
Zm00001eb129600	0	2	0	0	0	0
Zm00001eb129610	0	0	0	0	0	0
Zm00001eb129620	0	0	0	0	0	0
Zm00001eb129630	0	0	0	0	0	0
Zm00001eb129640	0	0	0	0	0	0
Zm00001eb129650	0	0	0	0	0	0
Zm00001eb129660	0	0	0	0	0	0
Zm00001eb129670	0	0	0	0	0	0
Zm00001eb129680	0	0	0	0	0	0
Zm00001eb129690	423	418	207	793	712	515
Zm00001eb129710	1589	1620	1357	1709	1277	1264
Zm00001eb129720	0	0	0	0	0	0
Zm00001eb129730	2428	2936	2720	3223	2098	2119
Zm00001eb129740	4479	4706	3711	4986	3354	3058
Zm00001eb129750	0	0	0	0	0	0
Zm00001eb129760	1538	1723	1249	1846	1239	1182
