Gene	ExonSize	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3
GRMZM2G117465	2570	102	57	100	68	42	92
GRMZM2G117482	2339	169	136	175	141	146	145
GRMZM2G117497	790	21	44	143	13	31	37
GRMZM2G117507	1948	913	1079	853	967	1195	1170
GRMZM2G117513	1398	899	996	977	430	815	712
GRMZM2G117531	1959	1613	1613	1409	1160	1400	1351
GRMZM2G117544	1579	181	163	86	176	109	127
GRMZM2G117558	871	129	128	170	470	104	162
GRMZM2G117572	2273	27	29	14	5	40	13
GRMZM2G117574	1424	1	12	6	24	10	10
GRMZM2G117582	2248	863	986	937	1001	1123	1198
GRMZM2G117603	1215	2	4	2	14	9	35
GRMZM2G117608	1868	30	28	35	8	14	24
GRMZM2G117609	1294	399	368	309	435	225	329
GRMZM2G117612	3001	637	556	564	469	466	577
GRMZM2G117614	2224	515	504	448	412	618	581
GRMZM2G117615	2173	79	124	91	92	111	93
GRMZM2G117619	2874	193	219	202	211	191	269
GRMZM2G117633	1787	217	211	175	218	277	238
GRMZM2G117642	1091	1382	1411	1310	1490	962	1420
GRMZM2G117680	2012	309	352	315	247	364	351
GRMZM2G117685	2658	39	20	35	26	50	32
GRMZM2G117700	2791	12	24	23	41	21	19
GRMZM2G117706	1320	6	2	1	145	11	64
GRMZM2G117707	2779	1067	1189	1183	632	732	690
GRMZM2G117742	1948	73	64	73	31	57	78
GRMZM2G117746	2804	966	1187	1065	745	875	999
GRMZM2G117754	1927	417	479	509	344	494	535
GRMZM2G117755	1696	1816	1777	1465	1333	1716	1319
GRMZM2G117763	2657	1130	1188	1146	795	1246	1191
GRMZM2G117771	1247	318	376	311	470	314	340
GRMZM2G117776	1551	120	170	131	246	185	162
GRMZM2G117786	1911	377	342	349	450	327	390
GRMZM2G117796	3054	698	713	594	502	641	701
GRMZM2G117804	1657	97	109	82	87	80	74
GRMZM2G117811	872	332	429	401	637	423	513
GRMZM2G117822	1353	365	443	373	160	460	378
GRMZM2G117823	1619	147	188	172	84	181	171
GRMZM2G117836	3418	1213	1353	1236	816	1281	1110
GRMZM2G117851	1614	57	55	68	33	33	90
GRMZM2G117854	1440	364	398	313	332	397	351
GRMZM2G117855	708	24	29	21	23	11	13
GRMZM2G117865	1747	20	13	11	27	36	33
GRMZM2G117870	4097	2453	2831	2174	1683	2634	2164
GRMZM2G117878	1573	10	13	12	24	22	24
GRMZM2G117900	1899	1262	1526	1268	919	1496	1266
GRMZM2G117935	1949	1166	1141	1268	1028	1168	1769
GRMZM2G117942	792	5	12	5	917	44	100
GRMZM2G117961	1492	77	64	111	417	78	147
GRMZM2G117963	1914	5	6	5	17	2	3
GRMZM2G117968	2966	2984	3240	3506	3769	3057	3581
GRMZM2G117971	782	19	8	9	998	21	108
GRMZM2G117984	1063	114	85	196	555	89	323
GRMZM2G117989	1422	6	2	5	67	5	26
GRMZM2G117993	920	97	93	109	330	83	113
GRMZM2G117999	1986	11	20	7	14	7	10
GRMZM2G118003	2561	2272	2551	2255	2219	2047	2252
GRMZM2G118005	976	514	515	578	1397	485	770
GRMZM2G118014	2935	314	314	297	360	299	350
GRMZM2G118022	3741	341	375	318	247	338	318
GRMZM2G118037	939	779	920	813	1116	819	1192
GRMZM2G118047	2045	91	52	67	196	39	164
GRMZM2G118062	1119	1122	1350	819	638	1138	764
GRMZM2G118063	3327	337	316	326	68	147	80
GRMZM2G118074	1764	56	72	26	68	32	44
GRMZM2G118082	3562	1250	1259	1141	539	1022	937
GRMZM2G118098	3586	799	899	673	431	843	655
GRMZM2G118104	1429	80	96	78	167	82	78
GRMZM2G118109	1539	19	42	21	30	55	36
GRMZM2G118208	1850	130	126	151	66	105	136
GRMZM2G118214	1940	5	7	5	28	1	4
GRMZM2G118241	3236	2974	3110	3091	3100	2952	3687
GRMZM2G118243	4736	231	362	382	108	185	229
GRMZM2G118250	2153	23	16	11	8	4	14
GRMZM2G118265	2663	623	609	573	736	767	783
GRMZM2G118286	2591	2698	3063	2609	1931	2625	2696
GRMZM2G118303	821	25	23	16	11	16	19
GRMZM2G118309	3810	260	303	205	154	280	198
GRMZM2G118312	1785	12	19	26	30	18	33
GRMZM2G118316	1614	869	925	734	687	993	758
GRMZM2G118344	5121	1057	1063	1013	582	1029	1189
GRMZM2G118345	2934	77	96	101	41	36	38
GRMZM2G118355	1672	246	197	237	719	90	399
GRMZM2G118362	2185	107	185	131	190	156	154
GRMZM2G118363	2227	806	905	811	731	912	846
GRMZM2G118366	1953	14	6	2	11	8	8
GRMZM2G118369	1308	106	86	66	27	90	88
GRMZM2G118378	1030	41	42	17	23	58	31
GRMZM2G118385	2378	329	331	231	216	263	264
GRMZM2G118403	5495	959	963	725	757	902	1056
GRMZM2G118409	2453	300	255	226	347	324	390
GRMZM2G118433	1723	164	226	188	131	176	212
GRMZM2G118441	2049	14	15	17	13	5	11
GRMZM2G118453	1870	142	125	134	125	91	163
GRMZM2G118462	3644	4985	5131	5259	3241	4907	4571
GRMZM2G118467	2847	1024	994	1201	874	1025	1500
GRMZM2G118479	192	78	72	84	73	64	85
GRMZM2G118485	2152	97	131	127	134	125	161
GRMZM2G118497	2236	263	224	253	219	211	220
GRMZM2G118515	2126	231	204	170	228	212	215
GRMZM2G118587	539	51	53	67	7	39	21
GRMZM2G118597	2384	1529	1484	1730	1545	1443	1838
GRMZM2G118610	1818	331	385	430	526	413	668
GRMZM2G118628	3047	19	17	9	32	6	21
GRMZM2G118636	2953	15	21	11	9	11	34
GRMZM2G118637	1419	12024	12131	11827	13382	16506	17429
GRMZM2G118641	5187	331	354	305	202	268	242
GRMZM2G118644	1867	46	48	55	185	46	72
GRMZM2G118646	1218	358	439	397	440	321	350
GRMZM2G118690	1666	104	136	96	125	97	99
GRMZM2G118693	1857	134	165	203	80	144	131
GRMZM2G118697	1586	94	90	84	64	53	80
GRMZM2G118714	2355	286	392	327	224	301	250
GRMZM2G118731	1765	746	856	690	684	846	744
GRMZM2G118737	2421	672	646	545	608	740	720
GRMZM2G118743	2857	1338	1508	1371	965	1406	1317
GRMZM2G118786	1929	15	3	3	3	9	7
GRMZM2G118800	2292	293	359	273	401	543	758
GRMZM2G118806	3063	498	412	390	309	400	423
GRMZM2G118821	1504	9	17	11	7	4	19
GRMZM2G118825	1328	22	33	43	41	20	50
GRMZM2G118834	1488	35	26	21	28	40	13
GRMZM2G118870	1724	91	129	112	85	115	124
GRMZM2G118884	1369	9	1	3	12	3	11
GRMZM2G118917	3213	712	855	560	569	889	612
GRMZM2G118939	1755	155	114	144	124	156	188
GRMZM2G118950	1812	2	8	7	22	7	4
GRMZM2G118951	1683	21	11	26	224	10	28
GRMZM2G118957	1897	388	395	435	240	399	399
GRMZM2G118959	1803	100	92	113	84	64	126
GRMZM2G118979	2507	233	239	188	197	276	205
GRMZM2G118992	336	11	20	6	4	7	16
GRMZM2G119023	843	104	159	76	52	164	73
GRMZM2G119071	1256	13	21	16	7	3	18
GRMZM2G119079	1987	1353	1299	1240	1070	1161	1545
GRMZM2G119081	1797	50	49	38	39	48	33
GRMZM2G119104	1773	167	154	162	133	155	153
GRMZM2G119116	1415	535	456	499	253	334	308
GRMZM2G119117	1076	63	52	53	180	59	72
GRMZM2G119127	1481	535	456	499	253	334	308
GRMZM2G119133	2561	199	208	148	108	188	158
GRMZM2G119146	1804	690	762	618	636	725	771
GRMZM2G119168	1499	3	0	4	65	3	9
GRMZM2G119169	2234	375	322	311	418	290	447
GRMZM2G119175	2208	661	819	624	973	1213	1262
GRMZM2G119186	985	25	7	18	89	7	31
GRMZM2G119203	1372	32	20	11	49	29	40
GRMZM2G119209	1374	65	55	41	56	64	74
GRMZM2G119214	690	40	39	39	49	19	51
GRMZM2G119219	1976	79	96	87	227	64	72
GRMZM2G119230	444	229	239	235	208	207	184
GRMZM2G119248	4798	964	905	900	521	858	878
GRMZM2G119249	2336	3994	4015	4244	3033	3866	3825
GRMZM2G119252	1761	193	211	154	158	158	197
GRMZM2G119256	1451	197	247	205	302	198	322
GRMZM2G119258	1771	357	373	295	516	559	601
GRMZM2G119261	3412	36	49	40	54	69	60
GRMZM2G119272	1274	20	16	29	41	22	32
GRMZM2G119273	1428	8	8	9	7	10	13
GRMZM2G119300	2049	764	857	658	718	860	735
GRMZM2G119305	1925	32	34	27	13	25	27
GRMZM2G119311	1328	66	70	76	195	138	124
GRMZM2G119316	2136	74	80	92	102	67	135
GRMZM2G119339	1105	97	112	86	94	106	86
GRMZM2G119345	2930	782	878	741	581	900	803
GRMZM2G119357	824	549	547	535	349	584	454
GRMZM2G119359	2142	20	29	30	18	12	13
GRMZM2G119361	2858	428	556	501	377	430	445
GRMZM2G119370	755	226	267	204	259	302	199
GRMZM2G119383	1120	47	68	70	70	67	83
GRMZM2G119393	1052	240	248	209	220	147	231
GRMZM2G119397	1005	57	69	60	68	82	62
GRMZM2G119411	3423	1466	1535	1448	951	1542	1580
GRMZM2G119426	2602	26	37	31	21	16	16
GRMZM2G119465	714	109	165	93	106	200	170
GRMZM2G119468	2387	28	49	40	69	37	52
GRMZM2G119471	2031	4146	4579	4891	5097	4310	4753
GRMZM2G119482	1953	566	517	491	452	495	576
GRMZM2G119483	1362	110	100	84	125	106	99
GRMZM2G119485	956	25	19	12	33	9	10
GRMZM2G119490	2155	54	26	71	47	49	53
GRMZM2G119494	2347	3672	4157	4146	3851	3916	4050
GRMZM2G119496	1682	25	15	24	16	9	10
GRMZM2G119499	1331	16	10	29	41	21	22
GRMZM2G119513	2307	105	83	107	95	96	81
GRMZM2G119516	2340	666	690	740	780	679	860
GRMZM2G119517	2318	67	71	88	46	78	67
GRMZM2G119521	1843	113	92	122	92	83	102
GRMZM2G119523	2211	146	130	136	152	179	282
GRMZM2G119527	2010	58	45	65	48	48	90
GRMZM2G119544	2075	54	69	66	75	68	71
GRMZM2G119546	1624	882	898	926	700	933	944
GRMZM2G119566	2035	27	41	42	29	45	46
GRMZM2G119571	4101	862	864	827	403	862	810
GRMZM2G119583	1904	431	380	440	494	279	471
GRMZM2G119623	2488	73	35	78	128	28	80
GRMZM2G119627	1929	428	485	443	346	499	527
GRMZM2G119640	3697	720	812	662	588	751	711
GRMZM2G119642	1077	113	120	108	130	68	108
GRMZM2G119650	1801	972	1026	857	653	978	912
GRMZM2G119657	2314	153	168	109	93	165	124
GRMZM2G119675	854	2473	2352	2800	3936	2406	2947
GRMZM2G119691	1631	5401	5011	5480	4198	4426	4870
GRMZM2G119696	3725	272	323	322	143	202	221
GRMZM2G119703	1779	302	425	280	222	375	303
GRMZM2G119705	1399	55	45	43	57	76	91
GRMZM2G119714	1973	170	142	139	117	221	156
GRMZM2G119722	1809	121	127	151	103	141	150
GRMZM2G119725	2668	523	509	531	609	773	1001
GRMZM2G119736	1844	118	117	139	221	151	225
GRMZM2G119740	1336	165	133	143	154	160	149
GRMZM2G119745	2564	617	536	482	450	594	595
GRMZM2G119749	2103	253	251	258	133	262	285
GRMZM2G119755	836	39	23	27	292	15	44
GRMZM2G119759	3049	139	199	143	53	87	90
GRMZM2G119761	1948	307	382	284	645	549	538
GRMZM2G119769	1258	982	983	1072	741	1013	1345
GRMZM2G119773	1612	242	310	242	224	283	264
GRMZM2G119778	1909	289	284	276	260	289	292
GRMZM2G119782	861	159	167	255	1244	131	262
GRMZM2G119783	1687	771	792	985	994	562	667
GRMZM2G119791	2378	192	170	164	128	161	148
GRMZM2G119802	2485	528	607	462	322	584	522
GRMZM2G119809	1103	716	1067	901	938	1339	854
GRMZM2G119823	2292	14	23	22	3	10	19
GRMZM2G119850	3806	64	91	81	32	47	46
GRMZM2G119852	3615	1102	1081	1121	1119	1179	1251
GRMZM2G119865	1454	12	10	8	20	6	7
GRMZM2G119867	824	162	135	154	247	177	209
GRMZM2G119886	1774	847	989	763	650	904	999
GRMZM2G119890	1175	51	77	31	33	74	42
GRMZM2G119894	4695	1011	1245	981	468	856	812
GRMZM2G119906	851	214	229	297	673	173	318
GRMZM2G119916	639	100	93	112	205	93	136
GRMZM2G119921	1620	77	91	93	42	87	93
GRMZM2G119930	1970	3278	4058	3083	2363	3989	3291
GRMZM2G119932	2143	48	35	62	48	32	49
GRMZM2G119933	1676	432	477	424	404	443	491
GRMZM2G119941	1815	35	27	37	84	20	36
GRMZM2G119950	799	422	395	479	1662	326	497
GRMZM2G119970	1896	174	153	207	264	78	287
GRMZM2G119975	790	17	16	9	30	36	18
GRMZM2G119999	1770	30	34	31	35	10	27
GRMZM2G120016	1556	10	35	5	247	94	60
GRMZM2G120035	1429	277	268	283	205	263	275
GRMZM2G120047	1176	290	291	228	216	283	344
GRMZM2G120069	1486	22	16	16	64	29	21
GRMZM2G120076	2272	24	26	11	24	33	18
GRMZM2G120079	1582	2910	2154	2117	5124	1311	3180
GRMZM2G120085	2938	51	32	51	73	17	76
GRMZM2G120110	1988	9	21	23	5	10	15
GRMZM2G120115	1898	583	545	597	714	643	845
GRMZM2G120136	2685	1768	1839	1635	995	1584	1366
GRMZM2G120151	2376	220	293	258	242	238	243
GRMZM2G120163	3852	160	146	136	54	100	141
GRMZM2G120167	1923	396	297	414	312	359	373
GRMZM2G120173	1554	1067	1144	1007	626	985	761
GRMZM2G120175	2363	821	738	711	569	699	803
GRMZM2G120178	752	18	37	27	34	17	31
GRMZM2G120202	1520	99	153	92	87	119	108
GRMZM2G120257	1133	137	139	94	147	107	143
GRMZM2G120262	753	92	43	83	111	138	135
GRMZM2G120271	1273	183	196	148	194	149	237
GRMZM2G120296	1260	74	79	108	158	67	78
GRMZM2G120300	2018	1024	1002	986	972	1144	1150
GRMZM2G120302	2380	1077	1143	927	697	956	907
GRMZM2G120304	1541	1921	1782	1952	3527	1759	1839
GRMZM2G120320	1837	78	80	65	287	62	150
GRMZM2G120329	2256	198	241	218	226	272	243
GRMZM2G120371	1255	94	104	109	113	112	121
GRMZM2G120373	3491	611	894	613	412	777	570
GRMZM2G120408	2220	333	267	320	209	331	451
GRMZM2G120410	977	16	29	15	33	14	40
GRMZM2G120432	903	630	788	694	698	768	707
GRMZM2G120475	1178	32	28	32	12	24	17
GRMZM2G120484	828	475	488	453	354	645	506
GRMZM2G120517	2759	313	345	287	568	363	470
GRMZM2G120530	1167	230	204	282	280	253	251
GRMZM2G120539	2165	23	20	25	107	23	38
GRMZM2G120563	8391	11079	10670	10800	6265	9216	11441
GRMZM2G120572	2278	640	655	589	450	557	624
GRMZM2G120574	3678	5	4	10	9	6	6
GRMZM2G120575	1958	131	198	144	192	179	194
GRMZM2G120578	2655	799	885	838	553	976	970
GRMZM2G120579	1620	5430	6404	5247	5505	5327	4337
GRMZM2G120587	1652	191	165	145	163	194	236
GRMZM2G120596	2291	523	510	553	548	555	550
GRMZM2G120619	1388	512	540	648	4378	240	1177
GRMZM2G120652	1720	457	361	479	2319	262	531
GRMZM2G120657	3276	38	28	43	16	32	30
GRMZM2G120674	1133	354	319	556	851	357	824
GRMZM2G120724	1332	43	30	53	30	22	49
GRMZM2G120740	2639	417	580	325	377	643	368
GRMZM2G120784	1818	359	413	317	235	308	322
GRMZM2G120814	2061	20	15	22	37	17	24
GRMZM2G120816	3138	943	984	801	644	999	957
GRMZM2G120839	1586	12	2	5	21	3	21
GRMZM2G120857	1684	527	555	517	816	755	738
GRMZM2G120876	1462	88	115	86	185	131	123
GRMZM2G120918	768	116	128	62	147	132	97
GRMZM2G120922	3001	282	276	303	356	313	320
GRMZM2G120933	2172	283	357	305	303	355	277
GRMZM2G120942	1449	241	253	213	191	254	272
GRMZM2G120951	1187	100	128	101	89	83	162
GRMZM2G120954	1830	37	56	30	22	33	34
GRMZM2G120971	1815	45	45	53	43	36	71
GRMZM2G120973	3406	993	999	924	731	947	957
GRMZM2G120975	3722	972	1104	942	461	1098	893
GRMZM2G120987	3092	254	279	247	300	267	243
GRMZM2G121022	2607	946	896	911	548	978	852
GRMZM2G121024	1382	56	64	48	78	92	60
GRMZM2G121034	1767	3050	2975	2813	3035	2991	3248
GRMZM2G121047	1141	93	95	80	158	99	103
GRMZM2G121063	3611	434	447	398	264	394	457
GRMZM2G121066	1707	78	73	71	53	46	49
GRMZM2G121074	2962	394	501	384	390	562	447
GRMZM2G121075	1113	671	772	710	964	621	817
GRMZM2G121096	2512	274	248	299	241	218	256
GRMZM2G121117	2902	302	333	350	208	315	416
GRMZM2G121123	2352	87	165	88	118	159	124
GRMZM2G121128	1977	2137	2352	2292	1879	2133	2322
GRMZM2G121151	1588	323	315	421	251	300	254
GRMZM2G121166	1894	507	611	472	423	796	547
GRMZM2G121176	1830	165	216	159	205	188	165
GRMZM2G121186	1430	888	1000	839	1051	861	827
GRMZM2G121189	732	36	38	33	50	32	61
GRMZM2G121200	1763	341	314	356	411	316	488
GRMZM2G121208	1557	577	421	525	446	507	659
GRMZM2G121210	3115	9	16	16	18	11	14
GRMZM2G121221	1364	173	157	195	315	139	249
GRMZM2G121223	1916	210	204	160	162	163	164
GRMZM2G121229	933	30	38	18	19	27	23
GRMZM2G121237	3327	198	207	168	157	182	172
GRMZM2G121262	1910	54	106	52	110	124	72
GRMZM2G121269	2569	361	430	297	247	451	401
GRMZM2G121293	2955	108	110	174	196	93	220
GRMZM2G121303	2512	2190	2077	2257	1426	2926	3272
GRMZM2G121309	1895	75	72	48	57	39	43
GRMZM2G121312	1849	7	5	7	89	4	9
GRMZM2G121354	1206	5	9	8	5	12	8
GRMZM2G121360	1943	517	388	556	943	270	723
GRMZM2G121366	1816	161	157	160	276	126	190
GRMZM2G121374	730	3	9	7	10	12	5
GRMZM2G121404	3847	1356	1550	1175	758	1501	1314
GRMZM2G121427	1332	17	21	11	4	10	9
GRMZM2G121452	1546	614	712	616	735	922	934
GRMZM2G121456	1884	2427	2610	2812	2281	2665	2808
GRMZM2G121458	3038	634	702	589	378	757	587
GRMZM2G121460	927	14	14	7	12	14	26
GRMZM2G121468	940	128	63	63	256	60	47
GRMZM2G121494	758	503	464	304	424	96	482
GRMZM2G121495	3078	22	36	55	20	22	51
GRMZM2G121510	1378	245	272	253	231	320	245
GRMZM2G121514	2271	458	439	445	370	375	442
GRMZM2G121516	2056	693	659	605	693	625	592
GRMZM2G121520	899	219	263	174	167	223	197
GRMZM2G121525	2074	102	57	49	66	49	33
GRMZM2G121543	1560	5	9	9	17	18	15
GRMZM2G121565	2450	435	399	408	494	494	837
GRMZM2G121573	2305	554	799	710	349	324	591
GRMZM2G121579	804	2267	2816	2300	1989	2660	2184
GRMZM2G121612	3860	3851	3507	3796	2206	3387	3181
GRMZM2G121621	2057	25	53	37	29	24	21
GRMZM2G121625	622	156	165	135	374	164	156
GRMZM2G121649	3352	2871	2485	2295	1369	1794	1961
GRMZM2G121683	2585	590	625	531	613	611	657
GRMZM2G121700	1719	19	10	20	181	4	41
GRMZM2G121704	681	562	587	519	445	568	608
GRMZM2G121715	1730	193	187	119	191	186	161
GRMZM2G121724	2059	238	496	240	221	574	299
GRMZM2G121743	1372	310	340	303	337	312	306
GRMZM2G121747	921	23	28	36	53	42	42
GRMZM2G121753	594	825	1168	1037	874	1218	783
GRMZM2G121776	2385	758	787	687	576	693	662
GRMZM2G121785	1561	437	642	409	497	680	552
GRMZM2G121790	1955	697	679	703	760	693	740
GRMZM2G121820	1834	507	532	508	1194	517	631
GRMZM2G121826	2343	34	22	29	7	17	11
GRMZM2G121840	1580	348	397	362	374	355	322
GRMZM2G121843	863	20	21	13	23	19	21
GRMZM2G121851	2651	254	256	221	307	291	344
GRMZM2G121868	1220	11	12	5	14	8	9
GRMZM2G121871	2975	252	247	237	167	303	331
GRMZM2G121878	2540	38923	42143	49058	23986	36261	49109
GRMZM2G121905	3177	137	135	117	81	177	106
GRMZM2G121937	2743	20	23	24	5	27	25
GRMZM2G121942	1976	150	154	128	170	188	172
GRMZM2G121948	2091	374	383	465	289	376	456
GRMZM2G121960	5915	2940	2666	2758	1781	2358	2503
GRMZM2G121996	2027	277	319	270	218	293	370
GRMZM2G122003	1929	85	75	54	47	48	69
GRMZM2G122013	2271	173	227	136	83	209	126
GRMZM2G122028	1778	1	0	2	65	19	13
GRMZM2G122038	1269	43	52	46	20	60	37
GRMZM2G122039	1959	168	173	169	210	192	184
GRMZM2G122045	1718	177	157	157	213	191	205
GRMZM2G122057	1969	177	165	146	85	158	172
GRMZM2G122061	2858	409	472	417	505	461	548
GRMZM2G122064	2616	642	615	603	371	632	656
GRMZM2G122072	1976	124	123	98	139	119	141
GRMZM2G122073	1741	13	19	8	14	9	17
GRMZM2G122076	2102	1756	1655	1913	1164	1724	1833
GRMZM2G122108	1737	205	197	181	221	198	207
GRMZM2G122116	3260	1543	1636	1635	1085	1369	1605
GRMZM2G122126	1476	92	197	98	131	163	105
GRMZM2G122135	2318	2125	2527	1911	1595	2218	2033
GRMZM2G122139	3002	2170	2225	1869	1705	2061	1658
GRMZM2G122148	1091	250	262	205	177	212	280
GRMZM2G122185	2307	128	145	92	70	168	112
GRMZM2G122187	1468	26	15	21	26	21	9
GRMZM2G122198	1532	94	111	96	67	80	87
GRMZM2G122199	2937	269	265	290	245	248	298
GRMZM2G122223	782	221	201	192	237	210	224
GRMZM2G122231	3123	1812	1597	1543	1950	1676	1854
GRMZM2G122239	1839	550	554	501	347	608	520
GRMZM2G122251	2189	354	343	475	162	153	368
GRMZM2G122261	1852	5	4	15	7	2	21
GRMZM2G122267	2320	568	626	628	468	647	700
GRMZM2G122274	1761	244	222	248	191	195	252
GRMZM2G122276	761	3	4	2	263	38	52
GRMZM2G122277	3598	2060	2464	2866	1384	1617	2639
GRMZM2G122284	2464	11	9	7	17	4	7
GRMZM2G122290	1832	141	151	144	134	176	163
GRMZM2G122296	2091	2312	2348	2428	1544	2263	2118
GRMZM2G122302	1010	2	1	1	28	2	2
GRMZM2G122306	1166	61	59	62	95	55	62
GRMZM2G122324	998	1865	2333	2414	1564	1728	2449
GRMZM2G122327	1160	897	727	1175	3241	612	1305
GRMZM2G122330	3148	429	544	393	311	505	415
GRMZM2G122335	2712	2296	2854	2122	1430	2436	2110
GRMZM2G122337	972	4781	5367	6879	16882	3610	7678
GRMZM2G122344	1490	193	268	265	246	244	362
GRMZM2G122357	632	21	20	24	77	24	12
GRMZM2G122362	2431	175	184	176	145	239	186
GRMZM2G122431	3046	438	481	599	301	271	714
GRMZM2G122437	1928	523	619	846	588	606	842
GRMZM2G122443	1325	54	78	67	52	101	82
GRMZM2G122447	1648	443	467	421	483	220	189
GRMZM2G122476	984	50	80	59	79	54	60
GRMZM2G122479	2823	1982	2213	2187	1983	2415	2653
GRMZM2G122481	739	712	751	1007	1302	802	1349
GRMZM2G122488	590	12	10	5	4	20	12
GRMZM2G122498	1800	35	5	18	85	46	104
GRMZM2G122503	1471	74	12	42	240	164	381
GRMZM2G122532	1066	75	100	51	56	85	76
GRMZM2G122543	1965	181	134	118	652	365	882
GRMZM2G122550	195	22	35	35	24	38	34
GRMZM2G122569	1529	294	260	274	308	279	284
GRMZM2G122577	942	16	11	15	21	14	26
GRMZM2G122581	1537	4	8	3	15	15	13
GRMZM2G122584	853	151	94	194	948	72	380
GRMZM2G122607	1774	628	609	481	671	586	618
GRMZM2G122618	1418	253	271	278	162	265	227
GRMZM2G122631	1037	154	114	141	127	113	157
GRMZM2G122656	907	7	24	11	12	28	4
GRMZM2G122666	1444	367	424	482	448	469	603
GRMZM2G122715	1608	1228	1229	1549	3037	990	1687
GRMZM2G122750	5799	800	1024	823	464	906	938
GRMZM2G122762	1780	23	15	7	17	8	2
GRMZM2G122767	2085	295	357	252	291	323	235
GRMZM2G122780	706	96	136	69	191	53	90
GRMZM2G122787	2201	1078	1159	932	1791	1394	1277
GRMZM2G122793	1300	2510	2389	2696	3783	1526	2950
GRMZM2G122805	1332	130	102	154	118	110	161
GRMZM2G122810	2222	1191	1348	1293	1191	1362	1486
GRMZM2G122811	1021	384	546	336	372	631	341
GRMZM2G122841	606	155	175	192	180	173	319
GRMZM2G122843	3272	5497	4467	5908	3290	3989	4775
GRMZM2G122848	1276	23	24	15	41	7	16
GRMZM2G122853	1660	61	62	62	43	27	51
GRMZM2G122863	2276	436	514	475	316	497	475
GRMZM2G122869	2312	450	350	483	276	349	378
GRMZM2G122871	1602	2125	3243	1912	2097	3256	2429
GRMZM2G122892	1425	559	496	437	462	458	476
GRMZM2G122897	2875	115	105	88	64	62	99
GRMZM2G122935	2121	197	214	224	165	208	159
GRMZM2G122937	1429	2495	2489	2263	5559	2493	2382
GRMZM2G122941	824	32	37	19	20	26	30
GRMZM2G122943	1608	4301	4358	4362	2763	4444	4158
GRMZM2G122954	1746	215	223	289	140	273	271
GRMZM2G122965	3633	70	68	109	57	51	101
GRMZM2G122983	2150	293	389	378	444	396	475
GRMZM2G122999	2403	800	767	740	642	795	798
GRMZM2G123014	3549	155	184	157	126	148	132
GRMZM2G123029	2240	4511	4218	4467	3000	4354	4396
GRMZM2G123089	2441	80	87	73	80	92	79
GRMZM2G123094	2481	9	8	4	11	7	19
GRMZM2G123104	1741	39	28	36	37	16	92
GRMZM2G123107	1268	0	2	0	21	6	35
GRMZM2G123122	4394	1394	1590	1828	1162	1076	1922
GRMZM2G123128	1167	115	105	83	139	127	163
GRMZM2G123140	4131	14	10	13	9	5	12
GRMZM2G123143	1953	81	55	106	64	38	137
GRMZM2G123159	1016	246	306	301	319	333	348
GRMZM2G123204	1777	1997	1898	1821	1589	1563	1569
GRMZM2G123212	782	2	0	2	188	5	31
GRMZM2G123234	1485	3747	3906	3879	4877	3121	4089
GRMZM2G123246	1602	146	163	135	124	104	131
GRMZM2G123262	1505	33	19	35	54	26	47
GRMZM2G123277	3442	1471	1485	1661	904	1337	1617
GRMZM2G123305	1257	115	113	79	117	103	103
GRMZM2G123308	2029	10	7	8	8	7	9
GRMZM2G123309	2004	24	15	22	9	26	40
GRMZM2G123314	3333	93	67	38	180	296	381
GRMZM2G123328	1387	51	71	55	53	66	59
GRMZM2G123362	2409	80	58	50	69	62	48
GRMZM2G123371	2949	226	213	235	165	194	206
GRMZM2G123373	1479	45	61	41	58	35	70
GRMZM2G123394	1901	4	2	1	22	1	35
GRMZM2G123407	1096	63	45	44	82	35	26
GRMZM2G123410	1151	5	2	16	26	6	7
GRMZM2G123428	1151	16	12	13	49	8	20
GRMZM2G123440	1772	44	61	56	32	30	47
GRMZM2G123450	1392	12	6	17	49	11	20
GRMZM2G123459	2625	257	298	239	143	239	244
GRMZM2G123482	1871	138	138	132	49	135	105
GRMZM2G123486	1431	10	5	8	21	4	4
GRMZM2G123495	959	299	379	357	446	422	375
GRMZM2G123499	2699	296	323	343	363	323	392
GRMZM2G123503	2463	74	81	83	95	48	56
GRMZM2G123519	1879	706	698	601	708	834	1003
GRMZM2G123527	2085	341	428	347	340	334	310
GRMZM2G123537	3884	2778	3071	2815	1740	2963	2719
GRMZM2G123540	2011	692	754	732	727	726	697
GRMZM2G123544	2915	223	185	180	551	558	1201
GRMZM2G123550	1391	25	15	17	29	8	13
GRMZM2G123558	1685	3168	3094	2425	1766	2378	1827
GRMZM2G123587	5721	1239	1497	1393	726	1282	1366
GRMZM2G123604	3437	205	233	213	120	229	173
GRMZM2G123624	1819	284	287	236	248	277	343
GRMZM2G123652	2235	1848	1860	1852	1425	1648	1812
GRMZM2G123660	6010	898	973	834	656	1017	942
GRMZM2G123667	2540	268	207	216	313	150	221
GRMZM2G123709	1746	661	618	775	464	655	598
GRMZM2G123714	1352	11	13	6	60	8	14
GRMZM2G123719	2614	2749	2762	2574	1805	2281	2497
GRMZM2G123732	1380	184	152	147	212	175	190
GRMZM2G123790	1458	60	44	46	44	50	66
GRMZM2G123791	2122	144	133	130	136	180	202
GRMZM2G123796	1973	494	527	452	282	469	474
GRMZM2G123807	1393	414	427	444	424	388	476
